RecordingTime,PEC_Measured_Current,PEC_Measured_Power,PEC_Measured_Voltage,Batt_SOC_Calculated,Frm_Temperature_Limit,Batt_Temp_Cell,Batt_Temp_NegPost,Batt_Temp_PosPost,PEC_Accumulated_Current_In,PEC_Accumulated_Current_Out,Week_Counter,Test_Position_Timer,Test_Postn_Tmr_min,TC_Loop1PV,TC_Loop1SP,TC_Loop2PV,TC_Loop2SP,Batt_SOC_Req,PEC_Accumulated_Current_Total,PEC_Accumulated_Power_In,PEC_Accumulated_Power_Out,PEC_Accumulated_Power_Total,LoopCnt1,Batt_Chrg_Capacity_Ah,Batt_Chrg_Capacity_kWh,Batt_Dischrg_Capacity_Ah,Batt_Dischrg_Capacity_kWh,Batt_Throughput_Ah,Batt_Throughput_kWh
s,A,kW,V,%,-,°C,°C,°C,Ah,Ah,-,-,min,°C,°C,-,-,%,Ah,kWh,kWh,kWh,-,Ah,kWh,Ah,kWh,Ah,kWh
Double,Float,Float,Float,Float,Long,Float,Float,Float,Double,Double,Long,Long,Float,Float,Float,Float,Float,Float,Float,Double,Double,Float,Long,Float,Float,Float,Float,Double,Double
857.5,-1.695172,-0.006349,3.745248,46.66,0,26.61,10000000000.00,30.32,9.879182,-7.372731,1,857670,14.29,25.0,25.0,0.0,-1.0,50.00,2.506451,0.039544,-0.025632,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.251914,0.065175
857.6,-1.697224,-0.006357,3.745248,46.66,0,26.53,10000000000.00,30.30,9.879182,-7.372778,1,857770,14.30,25.0,25.0,0.0,-1.0,50.00,2.506404,0.039544,-0.025632,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.251961,0.065176
857.7,-1.699275,-0.006364,3.745248,46.66,0,26.70,10000000000.00,30.19,9.879182,-7.372825,1,857870,14.30,25.0,25.0,0.0,-1.0,50.00,2.506357,0.039544,-0.025632,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252008,0.065176
857.8,-1.703379,-0.006379,3.745086,46.66,0,26.60,10000000000.00,30.11,9.879182,-7.372873,1,857970,14.30,25.0,25.0,0.0,-1.0,50.00,2.506310,0.039544,-0.025632,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252055,0.065176
857.9,-1.711586,-0.006410,3.745086,46.65,0,26.70,10000000000.00,30.32,9.879182,-7.372920,1,858070,14.30,25.0,25.0,0.0,-1.0,50.00,2.506262,0.039544,-0.025632,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252103,0.065176
858,-1.715690,-0.006425,3.745086,46.65,0,26.59,10000000000.00,30.26,9.879182,-7.372968,1,858170,14.30,25.0,25.0,0.0,-1.0,50.00,2.506215,0.039544,-0.025632,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252150,0.065176
858.1,-1.719794,-0.006440,3.744925,46.65,0,26.66,10000000000.00,30.24,9.879182,-7.373016,1,858270,14.30,25.0,25.0,0.0,-1.0,50.00,2.506167,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252198,0.065176
858.2,-0.000383,-0.000001,3.761253,46.65,0,26.55,10000000000.00,30.27,9.879182,-7.373030,1,858370,14.31,25.0,25.0,0.0,-1.0,50.00,2.506153,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252212,0.065177
858.3,-0.322516,-0.001212,3.758343,46.65,0,26.65,10000000000.00,30.08,9.879182,-7.373036,1,858470,14.31,25.0,25.0,0.0,-1.0,50.00,2.506146,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252219,0.065177
858.4,-0.279428,-0.001050,3.758990,46.65,0,26.75,10000000000.00,30.20,9.879182,-7.373044,1,858570,14.31,25.0,25.0,0.0,-1.0,50.00,2.506138,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252227,0.065177
858.5,-0.279428,-0.001050,3.759151,46.65,0,26.69,10000000000.00,30.14,9.879182,-7.373052,1,858670,14.31,25.0,25.0,0.0,-1.0,50.00,2.506130,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252234,0.065177
858.6,-0.283531,-0.001066,3.759313,46.65,0,26.69,10000000000.00,30.17,9.879182,-7.373060,1,858770,14.31,25.0,25.0,0.0,-1.0,50.00,2.506123,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252242,0.065177
858.7,-0.281480,-0.001058,3.759475,46.65,0,26.71,10000000000.00,30.20,9.879182,-7.373068,1,858870,14.31,25.0,25.0,0.0,-1.0,50.00,2.506115,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252250,0.065177
858.8,-0.283531,-0.001066,3.759313,46.65,0,26.60,10000000000.00,30.31,9.879182,-7.373075,1,858970,14.32,25.0,25.0,0.0,-1.0,50.00,2.506107,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252258,0.065177
858.9,-0.283531,-0.001066,3.759313,46.65,0,26.71,10000000000.00,30.23,9.879182,-7.373083,1,859070,14.32,25.0,25.0,0.0,-1.0,50.00,2.506099,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252266,0.065177
859,-0.283531,-0.001066,3.759313,46.65,0,26.66,10000000000.00,30.03,9.879182,-7.373091,1,859170,14.32,25.0,25.0,0.0,-1.0,50.00,2.506091,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252273,0.065177
859.1,-0.281480,-0.001058,3.759475,46.65,0,26.60,10000000000.00,30.20,9.879182,-7.373099,1,859270,14.32,25.0,25.0,0.0,-1.0,50.00,2.506083,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252281,0.065177
859.2,-0.283531,-0.001066,3.759475,46.65,0,26.67,10000000000.00,30.20,9.879182,-7.373107,1,859370,14.32,25.0,25.0,0.0,-1.0,50.00,2.506076,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252289,0.065177
859.3,-0.285583,-0.001074,3.759475,46.65,0,26.58,10000000000.00,30.23,9.879182,-7.373114,1,859470,14.32,25.0,25.0,0.0,-1.0,50.00,2.506068,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252297,0.065177
859.4,-0.283531,-0.001066,3.759636,46.65,0,26.59,10000000000.00,30.18,9.879182,-7.373122,1,859570,14.33,25.0,25.0,0.0,-1.0,50.00,2.506060,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252305,0.065177
859.5,-0.281480,-0.001058,3.759636,46.65,0,26.57,10000000000.00,30.21,9.879182,-7.373130,1,859670,14.33,25.0,25.0,0.0,-1.0,50.00,2.506052,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252313,0.065177
859.6,-0.281480,-0.001058,3.759636,46.65,0,26.62,10000000000.00,30.19,9.879182,-7.373138,1,859770,14.33,25.0,25.0,0.0,-1.0,50.00,2.506044,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252320,0.065177
859.7,-0.283531,-0.001066,3.759636,46.65,0,26.64,10000000000.00,30.21,9.879182,-7.373146,1,859870,14.33,25.0,25.0,0.0,-1.0,50.00,2.506037,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252328,0.065177
859.8,-0.283531,-0.001066,3.759798,46.65,0,26.69,10000000000.00,30.18,9.879182,-7.373154,1,859970,14.33,25.0,25.0,0.0,-1.0,50.00,2.506029,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252336,0.065177
859.9,-0.281480,-0.001058,3.759636,46.65,0,26.72,10000000000.00,30.22,9.879182,-7.373161,1,860070,14.33,25.0,25.0,0.0,-1.0,50.00,2.506021,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252344,0.065177
860,-0.283531,-0.001066,3.759636,46.65,0,26.57,10000000000.00,30.26,9.879182,-7.373169,1,860170,14.34,25.0,25.0,0.0,-1.0,50.00,2.506013,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252352,0.065177
860.1,-0.281480,-0.001058,3.759798,46.65,0,26.57,10000000000.00,30.26,9.879182,-7.373177,1,860270,14.34,25.0,25.0,0.0,-1.0,50.00,2.506006,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252359,0.065177
860.2,-0.283531,-0.001066,3.759798,46.65,0,26.67,10000000000.00,30.27,9.879182,-7.373185,1,860370,14.34,25.0,25.0,0.0,-1.0,50.00,2.505998,0.039544,-0.025633,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252367,0.065177
860.3,-0.285583,-0.001074,3.759798,46.65,0,26.59,10000000000.00,30.28,9.879182,-7.373193,1,860470,14.34,25.0,25.0,0.0,-1.0,50.00,2.505990,0.039544,-0.025633,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252375,0.065177
860.4,-0.285583,-0.001074,3.759798,46.65,0,26.74,10000000000.00,30.20,9.879182,-7.373200,1,860570,14.34,25.0,25.0,0.0,-1.0,50.00,2.505982,0.039544,-0.025633,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252383,0.065177
860.5,-0.287635,-0.001081,3.759798,46.65,0,26.73,10000000000.00,30.14,9.879182,-7.373208,1,860670,14.34,25.0,25.0,0.0,-1.0,50.00,2.505974,0.039544,-0.025633,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252391,0.065177
860.6,-0.281480,-0.001058,3.759798,46.65,0,26.59,10000000000.00,30.18,9.879182,-7.373216,1,860770,14.35,25.0,25.0,0.0,-1.0,50.00,2.505966,0.039544,-0.025633,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252399,0.065177
860.7,-0.285583,-0.001074,3.759636,46.65,0,26.67,10000000000.00,30.15,9.879182,-7.373224,1,860870,14.35,25.0,25.0,0.0,-1.0,50.00,2.505958,0.039544,-0.025633,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252407,0.065177
860.8,-0.285583,-0.001074,3.759798,46.65,0,26.68,10000000000.00,30.12,9.879182,-7.373232,1,860970,14.35,25.0,25.0,0.0,-1.0,50.00,2.505950,0.039544,-0.025633,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252414,0.065177
860.9,-0.283531,-0.001066,3.759636,46.65,0,26.60,10000000000.00,30.11,9.879182,-7.373240,1,861070,14.35,25.0,25.0,0.0,-1.0,50.00,2.505943,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252422,0.065177
861,-0.281480,-0.001058,3.759798,46.65,0,26.58,10000000000.00,30.08,9.879182,-7.373248,1,861170,14.35,25.0,25.0,0.0,-1.0,50.00,2.505934,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252430,0.065177
861.1,-0.281480,-0.001058,3.759798,46.65,0,26.54,10000000000.00,30.07,9.879182,-7.373256,1,861270,14.35,25.0,25.0,0.0,-1.0,50.00,2.505927,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252438,0.065177
861.2,0.061171,0.000230,3.763031,46.65,0,26.69,10000000000.00,30.22,9.879184,-7.373258,1,861370,14.36,25.0,25.0,0.0,-1.0,50.00,2.505925,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252442,0.065177
861.3,0.042705,0.000161,3.762870,46.65,0,26.58,10000000000.00,30.18,9.879185,-7.373258,1,861470,14.36,25.0,25.0,0.0,-1.0,50.00,2.505927,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252443,0.065177
861.4,0.042705,0.000161,3.763031,46.65,0,26.64,10000000000.00,30.25,9.879186,-7.373258,1,861570,14.36,25.0,25.0,0.0,-1.0,50.00,2.505928,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252444,0.065177
861.5,0.044757,0.000168,3.763031,46.65,0,26.68,10000000000.00,30.15,9.879187,-7.373258,1,861670,14.36,25.0,25.0,0.0,-1.0,50.00,2.505929,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252445,0.065177
861.6,0.044757,0.000168,3.763031,46.65,0,26.59,10000000000.00,30.16,9.879188,-7.373258,1,861770,14.36,25.0,25.0,0.0,-1.0,50.00,2.505930,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252446,0.065177
861.7,0.042705,0.000161,3.763193,46.65,0,26.61,10000000000.00,30.12,9.879189,-7.373258,1,861870,14.36,25.0,25.0,0.0,-1.0,50.00,2.505931,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252447,0.065177
861.8,0.042705,0.000161,3.763193,46.65,0,26.70,10000000000.00,30.22,9.879191,-7.373258,1,861970,14.37,25.0,25.0,0.0,-1.0,50.00,2.505933,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252449,0.065177
861.9,0.042705,0.000161,3.763193,46.65,0,26.67,10000000000.00,30.05,9.879192,-7.373258,1,862070,14.37,25.0,25.0,0.0,-1.0,50.00,2.505934,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252450,0.065177
862,0.044757,0.000168,3.763193,46.65,0,26.52,10000000000.00,30.27,9.879193,-7.373258,1,862170,14.37,25.0,25.0,0.0,-1.0,50.00,2.505935,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252451,0.065177
862.1,0.042705,0.000161,3.763193,46.65,0,26.67,10000000000.00,30.12,9.879194,-7.373258,1,862270,14.37,25.0,25.0,0.0,-1.0,50.00,2.505936,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252452,0.065177
862.2,0.483843,0.001823,3.767558,46.65,0,26.63,10000000000.00,30.11,9.879204,-7.373258,1,862370,14.37,24.9,25.0,0.0,-1.0,50.00,2.505946,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252462,0.065177
862.3,0.397667,0.001498,3.766750,46.65,0,26.70,10000000000.00,30.11,9.879215,-7.373258,1,862470,14.37,24.9,25.0,0.0,-1.0,50.00,2.505957,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252473,0.065178
862.4,0.409978,0.001544,3.766912,46.65,0,26.71,10000000000.00,30.08,9.879227,-7.373258,1,862570,14.38,24.9,25.0,0.0,-1.0,50.00,2.505969,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252485,0.065178
862.5,0.407926,0.001537,3.766750,46.65,0,26.60,10000000000.00,30.05,9.879238,-7.373258,1,862670,14.38,24.9,25.0,0.0,-1.0,50.00,2.505980,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252496,0.065178
862.6,0.403823,0.001521,3.766912,46.65,0,26.58,10000000000.00,30.01,9.879249,-7.373258,1,862770,14.38,24.9,25.0,0.0,-1.0,50.00,2.505991,0.039544,-0.025634,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.252507,0.065178
862.7,0.405874,0.001529,3.767073,46.65,0,26.61,10000000000.00,30.14,9.879260,-7.373258,1,862870,14.38,24.9,25.0,0.0,-1.0,50.00,2.506002,0.039544,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252518,0.065178
862.8,0.399719,0.001506,3.767073,46.65,0,26.68,10000000000.00,30.05,9.879271,-7.373258,1,862970,14.38,24.9,25.0,0.0,-1.0,50.00,2.506013,0.039544,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252530,0.065178
862.9,0.397667,0.001498,3.767073,46.65,0,26.59,10000000000.00,30.06,9.879283,-7.373258,1,863070,14.38,24.9,25.0,0.0,-1.0,50.00,2.506025,0.039544,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252541,0.065178
863,0.397667,0.001498,3.767073,46.65,0,26.56,10000000000.00,30.11,9.879294,-7.373258,1,863170,14.39,24.9,25.0,0.0,-1.0,50.00,2.506036,0.039544,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252552,0.065178
863.1,0.395615,0.001490,3.767235,46.65,0,26.59,10000000000.00,30.17,9.879305,-7.373258,1,863270,14.39,24.9,25.0,0.0,-1.0,50.00,2.506047,0.039544,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252563,0.065178
863.2,0.239678,0.000903,3.765780,46.65,0,26.54,10000000000.00,30.06,9.879313,-7.373258,1,863370,14.39,25.0,25.0,0.0,-1.0,50.00,2.506055,0.039544,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252571,0.065178
863.3,0.268404,0.001011,3.765941,46.65,0,26.64,10000000000.00,30.08,9.879320,-7.373258,1,863470,14.39,25.0,25.0,0.0,-1.0,50.00,2.506062,0.039544,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252578,0.065178
863.4,0.262248,0.000988,3.765780,46.65,0,26.50,10000000000.00,30.04,9.879327,-7.373258,1,863570,14.39,25.0,25.0,0.0,-1.0,50.00,2.506069,0.039544,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252585,0.065178
863.5,0.262248,0.000988,3.765780,46.65,0,26.63,10000000000.00,30.08,9.879335,-7.373258,1,863670,14.39,25.0,25.0,0.0,-1.0,50.00,2.506077,0.039544,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252593,0.065178
863.6,0.262248,0.000988,3.765780,46.65,0,26.70,10000000000.00,30.00,9.879342,-7.373258,1,863770,14.40,25.0,25.0,0.0,-1.0,50.00,2.506084,0.039544,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252600,0.065178
863.7,0.262248,0.000988,3.765941,46.65,0,26.72,10000000000.00,30.02,9.879349,-7.373258,1,863870,14.40,25.0,25.0,0.0,-1.0,50.00,2.506091,0.039544,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252607,0.065178
863.8,0.262248,0.000988,3.765941,46.65,0,26.66,10000000000.00,30.01,9.879356,-7.373258,1,863970,14.40,25.0,25.0,0.0,-1.0,50.00,2.506099,0.039544,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252615,0.065178
863.9,0.258145,0.000972,3.765941,46.65,0,26.60,10000000000.00,29.99,9.879364,-7.373258,1,864070,14.40,25.0,25.0,0.0,-1.0,50.00,2.506106,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252622,0.065178
864,0.260196,0.000980,3.766103,46.65,0,26.46,10000000000.00,29.96,9.879371,-7.373258,1,864170,14.40,25.0,25.0,0.0,-1.0,50.00,2.506113,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252629,0.065178
864.1,0.258145,0.000972,3.765941,46.65,0,26.76,10000000000.00,29.85,9.879378,-7.373258,1,864270,14.40,25.0,25.0,0.0,-1.0,50.00,2.506120,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252636,0.065178
864.2,0.206850,0.000779,3.765618,46.65,0,26.66,10000000000.00,29.99,9.879384,-7.373258,1,864370,14.41,25.0,25.0,0.0,-1.0,50.00,2.506126,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252642,0.065178
864.3,0.215057,0.000810,3.765780,46.65,0,26.62,10000000000.00,29.95,9.879390,-7.373258,1,864470,14.41,25.0,25.0,0.0,-1.0,50.00,2.506132,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252648,0.065178
864.4,0.215057,0.000810,3.765780,46.65,0,26.72,10000000000.00,30.06,9.879396,-7.373258,1,864570,14.41,25.0,25.0,0.0,-1.0,50.00,2.506138,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252654,0.065178
864.5,0.213005,0.000802,3.765780,46.65,0,26.69,10000000000.00,29.94,9.879402,-7.373258,1,864670,14.41,25.0,25.0,0.0,-1.0,50.00,2.506144,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252660,0.065178
864.6,0.213005,0.000802,3.765780,46.65,0,26.52,10000000000.00,29.97,9.879408,-7.373258,1,864770,14.41,25.0,25.0,0.0,-1.0,50.00,2.506150,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252666,0.065178
864.7,0.215057,0.000810,3.765780,46.65,0,26.60,10000000000.00,29.90,9.879414,-7.373258,1,864870,14.41,25.0,25.0,0.0,-1.0,50.00,2.506156,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252672,0.065178
864.8,0.215057,0.000810,3.765780,46.65,0,26.66,10000000000.00,29.90,9.879420,-7.373258,1,864970,14.42,25.0,25.0,0.0,-1.0,50.00,2.506162,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252678,0.065178
864.9,0.215057,0.000810,3.765780,46.65,0,26.63,10000000000.00,29.97,9.879426,-7.373258,1,865070,14.42,25.0,25.0,0.0,-1.0,50.00,2.506168,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252684,0.065178
865,0.213005,0.000802,3.765941,46.65,0,26.56,10000000000.00,29.88,9.879432,-7.373258,1,865170,14.42,25.0,25.0,0.0,-1.0,50.00,2.506174,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252690,0.065178
865.1,0.213005,0.000802,3.765780,46.65,0,26.61,10000000000.00,29.96,9.879438,-7.373258,1,865270,14.42,25.0,25.0,0.0,-1.0,50.00,2.506180,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252696,0.065178
865.2,0.555656,0.002094,3.769175,46.65,0,26.53,10000000000.00,29.79,9.879451,-7.373258,1,865370,14.42,25.0,25.0,0.0,-1.0,50.00,2.506192,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252709,0.065178
865.3,0.487947,0.001839,3.768367,46.65,0,26.72,10000000000.00,29.78,9.879465,-7.373258,1,865470,14.42,25.0,25.0,0.0,-1.0,50.00,2.506207,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252723,0.065178
865.4,0.496154,0.001870,3.768690,46.65,0,26.55,10000000000.00,29.90,9.879478,-7.373258,1,865570,14.43,25.0,25.0,0.0,-1.0,50.00,2.506220,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252736,0.065179
865.5,0.494102,0.001862,3.768690,46.65,0,26.65,10000000000.00,29.82,9.879492,-7.373258,1,865670,14.43,25.0,25.0,0.0,-1.0,50.00,2.506234,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252750,0.065179
865.6,0.489998,0.001847,3.768690,46.65,0,26.57,10000000000.00,29.88,9.879506,-7.373258,1,865770,14.43,25.0,25.0,0.0,-1.0,50.00,2.506248,0.039545,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.252764,0.065179
865.7,0.487947,0.001839,3.768852,46.65,0,26.65,10000000000.00,29.82,9.879519,-7.373258,1,865870,14.43,25.0,25.0,0.0,-1.0,50.00,2.506261,0.039545,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252777,0.065179
865.8,0.483843,0.001823,3.768690,46.65,0,26.48,10000000000.00,29.75,9.879533,-7.373258,1,865970,14.43,25.0,25.0,0.0,-1.0,50.00,2.506275,0.039545,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252791,0.065179
865.9,0.481791,0.001816,3.768690,46.66,0,26.58,10000000000.00,29.79,9.879546,-7.373258,1,866070,14.43,25.0,25.0,0.0,-1.0,50.00,2.506288,0.039545,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252804,0.065179
866,0.477688,0.001800,3.768690,46.66,0,26.61,10000000000.00,29.75,9.879559,-7.373258,1,866170,14.44,25.0,25.0,0.0,-1.0,50.00,2.506301,0.039545,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252817,0.065179
866.1,0.475636,0.001793,3.768690,46.66,0,26.54,10000000000.00,29.70,9.879573,-7.373258,1,866270,14.44,25.0,25.0,0.0,-1.0,50.00,2.506315,0.039545,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252831,0.065179
866.2,0.288922,0.001088,3.767073,46.66,0,26.57,10000000000.00,29.73,9.879582,-7.373258,1,866370,14.44,25.0,25.0,0.0,-1.0,50.00,2.506324,0.039545,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252840,0.065179
866.3,0.323802,0.001220,3.767235,46.66,0,26.57,10000000000.00,29.75,9.879591,-7.373258,1,866470,14.44,25.0,25.0,0.0,-1.0,50.00,2.506333,0.039545,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252849,0.065179
866.4,0.319699,0.001204,3.767235,46.66,0,26.64,10000000000.00,29.72,9.879600,-7.373258,1,866570,14.44,25.0,25.0,0.0,-1.0,50.00,2.506342,0.039545,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252858,0.065179
866.5,0.315595,0.001189,3.767235,46.66,0,26.51,10000000000.00,29.72,9.879609,-7.373258,1,866670,14.44,25.0,25.0,0.0,-1.0,50.00,2.506351,0.039545,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252867,0.065179
866.6,0.315595,0.001189,3.767235,46.66,0,26.56,10000000000.00,29.66,9.879617,-7.373258,1,866770,14.45,25.0,25.0,0.0,-1.0,50.00,2.506359,0.039545,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252875,0.065179
866.7,0.313543,0.001181,3.767235,46.66,0,26.59,10000000000.00,29.64,9.879626,-7.373258,1,866870,14.45,25.0,25.0,0.0,-1.0,50.00,2.506368,0.039545,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252884,0.065179
866.8,0.315595,0.001189,3.767073,46.66,0,26.61,10000000000.00,29.68,9.879635,-7.373258,1,866970,14.45,25.0,25.0,0.0,-1.0,50.00,2.506377,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252893,0.065179
866.9,0.313543,0.001181,3.767235,46.66,0,26.60,10000000000.00,29.59,9.879643,-7.373258,1,867070,14.45,25.0,25.0,0.0,-1.0,50.00,2.506385,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252901,0.065179
867,0.311492,0.001173,3.767235,46.66,0,26.49,10000000000.00,29.65,9.879652,-7.373258,1,867170,14.45,25.0,25.0,0.0,-1.0,50.00,2.506394,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252910,0.065179
867.1,0.313543,0.001181,3.767235,46.66,0,26.58,10000000000.00,29.67,9.879661,-7.373258,1,867270,14.45,25.0,25.0,0.0,-1.0,50.00,2.506403,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252919,0.065179
867.2,0.171969,0.000648,3.765941,46.66,0,26.59,10000000000.00,29.60,9.879667,-7.373258,1,867370,14.46,25.0,25.0,0.0,-1.0,50.00,2.506409,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252925,0.065179
867.3,0.196591,0.000740,3.766427,46.66,0,26.55,10000000000.00,29.70,9.879672,-7.373258,1,867470,14.46,25.0,25.0,0.0,-1.0,50.00,2.506414,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252930,0.065179
